chr,start,end,strand,symbol,perc_meth.NGO,perc_meth.GVO
chr7,86866049,86877662,-,Plin1,0.007343124,0.013641756
chr7,86882149,86887911,-,Pex11a,0.012895662,0.61722761
chr7,86888048,86930836,+,Wdr93,0.009061489,0.899724011
chr7,86937126,86938476,-,Mesp1,0.00681431,0.003056235
chr7,86955612,86958317,+,Mesp2,0.00845666,0.082180635
chr7,86966688,86987238,-,Anpep,0.010106383,0.034138412
chr7,87020210,87065526,-,Ap3s2,0.010479042,0.886759833
chr7,87070244,87080150,-,2610034B18Rik,0.008537887,0.875334403
chr7,87169699,87237637,+,Zfp710,0.009267965,0.418948389
chr7,87169699,87237637,+,Zfp710,0.009267965,0.418948389
chr7,87169699,87237637,+,Zfp710,0.009267965,0.418948389
chr7,87169699,87237637,+,Zfp710,0.009267965,0.418948389
chr7,87171113,87237637,+,Zfp710,0.009450172,0.440844442
chr7,87207595,87220143,-,Gm21057,0.011844332,0.478465153
chr7,87239733,87260236,-,Idh2,0.014306152,0.031305726
chr7,87297775,87297901,-,Mir1965,0,0.047058824
chr7,87331726,87371410,+,Sema4b,0.007653671,0.600957956
chr7,87372045,87377502,-,Cib1,0.001510574,0.576454668
chr7,87377778,87386306,+,Gdpgp1,0.005457026,0.674069628
chr7,87391261,87405707,+,Ttll13,0.007172744,0.437919013
chr7,87406100,87410264,+,Ngrn,0,0.5255745
chr7,87406100,87410264,+,Ngrn,0,0.5255745
chr7,87406100,87410264,+,Ngrn,0,0.5255745
chr7,87406100,87410264,+,Ngrn,0,0.5255745
chr7,87414540,87436465,+,Vps33b,0.005017561,0.721165423
chr7,87439350,87461145,+,Prc1,0.011037528,0.635641817
chr7,87461501,87469340,-,Rccd1,0.007909605,0.593253012
chr7,87470178,87485105,-,Unc45a,0.006701771,0.915281394
chr7,87488022,87490983,+,Hddc3,0.005154639,0.014905149
chr7,87493982,87516261,-,Man2a2,0.005232379,0.512508186
chr7,87522643,87532832,-,Fes,0.007741935,0.052342394
chr7,87534079,87547648,-,Furin,0.009299781,0.635767022
chr7,87534079,87550317,-,Furin,0.008028546,0.523738131
chr7,87599878,87679884,-,Blm,0.012040421,0.835662499
chr7,87599878,87680005,-,Blm,0.01207076,0.805344671
chr7,87731517,87833763,-,Crtc3,0.006362913,0.809114893
chr7,87780902,87789270,+,Gm15880,0.003846154,0.958566629
chr7,87856468,87948217,-,Iqgap1,0.013342864,0.866244472
chr7,88006993,88021399,+,Zscan2,0.005590496,0.559175532
chr7,88035608,88046155,-,Wdr73,0.008046818,0.840868637
chr7,88035608,88046155,-,Wdr73,0.008046818,0.840868637
chr7,88035608,88046155,-,Wdr73,0.008046818,0.840868637
chr7,88035608,88046155,-,Wdr73,0.008046818,0.840868637
chr7,88047112,88049957,-,Nmb,0.008595989,0.816523605
chr7,88060264,88092436,-,Sec11a,0.017899199,0.78809418
chr7,88138569,88190048,+,Zfp592,0.010116037,0.783487221
chr7,88202485,88250498,+,Alpk3,0.009964708,0.022090466
chr7,88259684,88315302,+,Slc28a1,0.02060528,0.372890995
chr7,88358689,88478508,+,Pde8a,0.007158726,0.84373912
chr7,88487618,88490120,-,Rps17,0.044897959,0.126377663
chr7,88491911,88599644,-,Cpeb1,0.024655547,0.696311907
chr7,88491911,88599644,-,Cpeb1,0.024655547,0.696311907
chr7,88491911,88599644,-,Cpeb1,0.024655547,0.696311907
chr7,88491911,88599644,-,Cpeb1,0.024655547,0.696311907
chr7,88491911,88599644,-,Cpeb1,0.024655547,0.696311907
chr7,88491911,88599644,-,Cpeb1,0.024655547,0.696311907
chr7,88491911,88599644,-,Cpeb1,0.024655547,0.696311907
chr7,88491911,88599644,-,Cpeb1,0.024655547,0.696311907
chr7,88491911,88599644,-,Cpeb1,0.024655547,0.696311907
chr7,88605284,88638811,-,Ap3b2,0.006403415,0.284969592
chr7,88639159,88643216,-,BC048679,0.004357298,0.017683466
chr7,88639159,88643216,-,BC048679,0.004357298,0.017683466
chr7,88639159,88643216,-,BC048679,0.004357298,0.017683466
chr7,88639159,88643216,-,BC048679,0.004357298,0.017683466
chr7,88668435,88676384,+,2900076A07Rik,0.016427105,0.72251773
chr7,88679239,88711867,-,Fsd2,0.006203955,0.732142857
chr7,88716177,88741722,+,Whamm,0.012802926,0.683639234
chr7,88745366,88837851,-,Homer2,0.012677626,0.860332665
chr7,88745366,88851811,-,Homer2,0.011557386,0.793225454
chr7,88745366,88851811,-,Homer2,0.011557386,0.793225454
chr7,88745366,88851811,-,Homer2,0.011557386,0.793225454
chr7,88745366,88851811,-,Homer2,0.011557386,0.793225454
chr7,88907838,88914376,+,Fam103a1,0.012027491,0.194188519
chr7,88927072,88934339,-,3110040N11Rik,0.006504065,0.632772495
chr7,88936959,88974317,-,Btbd1,0.012961117,0.567078553
chr7,89003907,89028954,+,Tm6sf1,0.008306962,0.024958093
chr7,89026141,89079345,-,Hdgfrp3,0.006531205,0.432030998
chr7,89111547,89137185,-,Bnc1,0.009611534,0.710873786
chr7,89215272,89226644,+,Gm20744,0.005093379,0.024371668
chr7,89319752,89455927,+,Sh3gl3,0.011791775,0.032535843
chr7,89484203,89762958,+,Adamtsl3,0.008206897,0.060479331
chr7,8954256,8972357,+,Vmn2r37,0.050847458,0.384180791
chr7,89781469,89797038,-,Fam154b,0.003838772,0.654761905
chr7,89797123,89926362,+,Eftud1,0.031569586,0.893139571
chr7,89797123,89926362,+,Eftud1,0.031569586,0.893139571
chr7,89797123,89926362,+,Eftud1,0.031569586,0.893139571
chr7,89797123,89926362,+,Eftud1,0.031569586,0.893139571
chr7,89891855,89904154,-,4933406J10Rik,0.013,0.969288041
chr7,90015842,90020086,+,Mex3b,0.008835341,0.107467532
chr7,90086447,90119901,-,4933430H16Rik,0.040160643,0.198318886
chr7,90733440,90772219,+,Tmc3,0.007258753,0.699097292
chr7,90780526,90790838,+,Stard5,0.00622665,0.599797878
chr7,90791572,90884000,-,Il16,0.007595976,0.101363194
chr7,9080031,9103001,+,Vmn2r38,0.402439024,0.661202186
chr7,90924126,90943349,-,1700026D08Rik,0.015452539,0.038591413
chr7,91029004,91032851,-,Mesdc1,0.011054422,0.013706794
chr7,91040509,91050042,+,Mesdc2,0.007782101,0.442427138
chr7,91081366,91235015,-,9930013L23Rik,0.006817321,0.044626753
chr7,91257865,91300403,-,Fam108c,0.007815155,0.680893683
chr7,91394788,91558469,-,Arnt2,0.008128319,0.047443986
chr7,9147158,9163091,+,Vmn2r39,0,0.291666667
chr7,91677463,91726849,+,Gm2115,0.012626263,0.185832969
chr7,91733669,91754452,-,Fah,0.009501188,0.182661434
chr7,91763563,91827861,-,Zfand6,0.023485204,0.865747126
chr7,91838149,91925059,+,2610206C17Rik,0.011367942,0.143805696
chr7,92002080,92005828,+,Olfr291,0.02,0.016393443
chr7,92064290,92065238,+,Olfr290,0,0.071428571
chr7,92088678,92112519,-,Vmn2r65,0.026058632,0.422393822
chr7,92143154,92160530,-,Vmn2r66,0.019083969,0.112054329
chr7,92284749,92304412,-,Vmn2r67,0.031358885,0.41038961
chr7,92370027,92386214,-,Vmn2r68,0.043010753,0.105113636
chr7,9246438,9270107,+,Vmn2r40,0,0.563829787
chr7,92554885,92564186,-,Vmn2r69,0.0375,0.19760479
chr7,92707212,92717598,-,Vmn2r70,0.061728395,0.130434783
chr7,92763971,92773057,+,Vmn2r71,0.03539823,0.142076503
chr7,92886293,92903491,-,Vmn2r72,0.02739726,0.22208589
chr7,93006056,93024448,-,Vmn2r73,0.026666667,0.376395534
chr7,93100376,93109992,-,Vmn2r74,0.034722222,0.196911197
chr7,93296551,93320234,-,Vmn2r75,0.061452514,0.324371206
chr7,93373715,93394711,-,Vmn2r76,0.012195122,0.31233244
chr7,93417239,93418321,-,Olfr310,0,0.877192982
chr7,93454694,93455621,-,Olfr309,0,0.064102564
chr7,93469533,93470460,-,Olfr308,0.039473684,0.261682243
chr7,93483962,93484904,-,Olfr307,0.032786885,0.034883721
chr7,93511885,93512845,-,Olfr305,0,0.066666667
chr7,9352155,9376703,+,Vmn2r47,0,0.529411765
chr7,93534166,93535168,-,Olfr304,0.018518519,0.014388489
chr7,93543046,93544006,-,Olfr303,0,0.046413502
chr7,93552358,93561809,+,Olfr301,0,0.117263844
chr7,93613922,93614915,+,Olfr299,0,0.044776119
chr7,93637060,93638059,-,Olfr298,0,0.102040816
chr7,93675268,93676201,+,Olfr297,0,0.1
chr7,93733786,93734716,+,Olfr295,0,0.266666667
chr7,93764145,93765153,-,Olfr294,0,0.112359551
chr7,93812173,93813184,+,Olfr293,0,0.690721649
chr7,93836850,93843894,+,Olfr292,0.027522936,0.137457045
chr7,93867485,93924374,-,Folh1,0.011443662,0.120303926
chr7,93867485,93924374,-,Folh1,0.011443662,0.120303926
chr7,93867485,93924374,-,Folh1,0.011443662,0.120303926
chr7,93867485,93924374,-,Folh1,0.011443662,0.120303926
chr7,93943650,93960542,+,Vmn2r77,0.014044944,0.116707617
chr7,94063858,94103687,+,Vmn2r78,0.047817048,0.163745387
chr7,94144974,94186478,+,Vmn2r79,0.029299363,0.282875511
chr7,94395304,94547116,+,Nox4,0.016033254,0.103230996
chr7,94575914,94641921,-,Tyr,0.004382121,0.761456628
chr7,94732677,95283573,+,Grm5,0.015184195,0.136839291
chr7,94732677,95283573,+,Grm5,0.015184195,0.136839291
chr7,94732677,95283573,+,Grm5,0.015184195,0.136839291
chr7,94732677,95283573,+,Grm5,0.015184195,0.136839291
chr7,95426602,95459385,+,Ctsc,0.005730659,0.220488467
chr7,95578782,95640082,+,Rab38,0.00872093,0.697457075
chr7,96288230,96487297,-,Tmem135,0.039712863,0.845588235
chr7,9638310,9655801,+,Vmn2r45,0.025477707,0.246753247
chr7,96552875,96558620,+,Fzd4,0.013306039,0.141342756
chr7,96656294,96666096,-,Prss23,0.003401361,0.017179024
chr7,96781327,97002869,+,Me3,0.04863774,0.241438916
chr7,97014657,97052139,-,Ccdc81,0.009047824,0.025897715
chr7,97067198,97089695,-,l7Rn6,0.009868421,0.699186992
chr7,97103163,97129486,-,Eed,0.013426737,0.491504556
chr7,97177668,97188790,+,E230029C05Rik,0.009580838,0.013248543
chr7,97273345,97277984,-,2310010J17Rik,0.018604651,0.859340659
chr7,97273345,97278446,-,2310010J17Rik,0.018181818,0.48441247
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97278741,97357957,+,Picalm,0.009588068,0.764229015
chr7,97372387,97413942,-,Ccdc83,0.008282893,0.119632907
chr7,97384270,97413942,-,Ccdc83,0.007276035,0.034277879
chr7,9744079,9759858,+,Vmn2r44,0.0625,0.389655172
chr7,97497208,97558949,+,Sytl2,0.008678611,0.778417064
chr7,97497208,97558949,+,Sytl2,0.008678611,0.778417064
chr7,97497208,97558949,+,Sytl2,0.008678611,0.778417064
chr7,97497208,97558949,+,Sytl2,0.008678611,0.778417064
chr7,97529155,97558949,+,Sytl2,0.008961518,0.908992122
chr7,97535490,97558949,+,Sytl2,0.010060362,0.934210526
chr7,97535490,97558949,+,Sytl2,0.010060362,0.934210526
chr7,97535490,97558949,+,Sytl2,0.010060362,0.934210526
chr7,97535490,97558949,+,Sytl2,0.010060362,0.934210526
chr7,97574821,97577174,+,Ccdc89,0.002597403,0.011530398
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97591290,97596553,+,Crebzf,0.006782946,0.038923395
chr7,97599221,97605718,-,Tmem126a,0.005390836,0.425692695
chr7,97617338,97624505,-,Tmem126b,0.004282655,0.466466466
chr7,98239295,99597756,+,Dlg2,0.013394747,0.667360074
chr7,9866726,9882971,+,Vmn2r43,0.037037037,0.299065421
chr7,99210903,99597756,+,Dlg2,0.013699593,0.890520223
chr7,9927006,9944061,+,Vmn2r42,0,0.16
chr7,99383479,99597756,+,Dlg2,0.009730628,0.923337618
chr7,9965778,9989425,+,Vmn2r41,0.033333333,0.314814815
chr7,99709658,99730804,+,Ccdc90b,0.015384615,0.427525622
chr7,99709658,99730804,+,Ccdc90b,0.015384615,0.427525622
chr7,99709658,99730804,+,Ccdc90b,0.015384615,0.427525622
chr7,99709658,99730804,+,Ccdc90b,0.015384615,0.427525622
chr7,99732692,99785652,-,Ankrd42,0.019762846,0.498437787
chr7,99792221,99818422,-,Pcf11,0.011009174,0.5839599
chr7,99889215,99889969,-,4632427E13Rik,0,0.143835616
chr7,99890223,99985627,+,Rab30,0.020508326,0.575470887
chr8,10006632,10035999,+,Tnfsf13b,0.006129184,0.571892973
chr8,10153922,10633950,+,Myo16,0.008962061,0.586579567
chr8,101552668,101940357,-,Cdh8,0.007422022,0.456621005
chr8,101554282,101940357,-,Cdh8,0.007467625,0.457070821
chr8,105156894,105309011,-,Cdh11,0.00622647,0.039432605
chr8,106127698,106204282,+,4933400L20Rik,0.01460886,0.053461672
chr8,106625524,106668402,+,Cdh5,0.006116208,0.028011204
chr8,106694412,106742997,+,Bean1,0.009514516,0.027509034
chr8,106694412,106742997,+,Bean1,0.009514516,0.027509034
chr8,106694412,106742997,+,Bean1,0.009514516,0.027509034
chr8,106694412,106742997,+,Bean1,0.009514516,0.027509034
chr8,106694412,106742997,+,Bean1,0.009514516,0.027509034
chr8,106694412,106742997,+,Bean1,0.009514516,0.027509034
chr8,106694412,106742997,+,Bean1,0.009514516,0.027509034
chr8,106694412,106742997,+,Bean1,0.009514516,0.027509034
chr8,106694412,106742997,+,Bean1,0.009514516,0.027509034
chr8,106750590,106772458,-,Tk2,0.0094552,0.812265825
chr8,106750590,106772458,-,Tk2,0.0094552,0.812265825
chr8,106750590,106772458,-,Tk2,0.0094552,0.812265825
chr8,106750590,106772458,-,Tk2,0.0094552,0.812265825
chr8,106774802,106787343,+,Cklf,0.011608624,0.708557255
chr8,106774831,106788836,+,Cklf,0.025343954,0.778573988
chr8,106804941,106817081,-,Cmtm2a,0.012587413,0.928112965
chr8,106817441,106834045,-,Cmtm1,0.027896996,0.452232357
chr8,106846136,106854656,+,Cmtm2b,0.018416206,0.506151142
chr8,106864493,106871572,+,Cmtm3,0.005170631,0.093930636
chr8,106872092,106919707,-,Cmtm4,0.00957146,0.738898066
chr8,106941573,106966947,-,Dync1li2,0.012790306,0.809893166
chr8,106970618,107033787,-,Ccdc79,0.012332991,0.708333333
chr8,107034927,107058537,-,Nae1,0.005284016,0.59432799
chr8,107064706,107074243,+,Car7,0.006756757,0.608340499
chr8,107115367,107120749,+,Pdp2,0.013415893,0.282808717
chr8,107125814,107148296,-,Cdh16,0.007238307,0.022589966
chr8,107138038,107148296,-,Cdh16,0.006042296,0.02804334
chr8,107138038,107148296,-,Cdh16,0.006042296,0.02804334
chr8,107138038,107148296,-,Cdh16,0.006042296,0.02804334
chr8,107138038,107148296,-,Cdh16,0.006042296,0.02804334
chr8,107151965,107155221,-,Rrad,0.001584786,0.054177546
chr8,107163738,107165628,-,Fam96b,0.008733624,0.225775194
chr8,107257902,107265534,+,Ces2a,0.007117438,0.013513514
chr8,107257902,107265534,+,Ces2a,0.007117438,0.013513514
chr8,107257902,107265534,+,Ces2a,0.007117438,0.013513514
chr8,107257902,107265534,+,Ces2a,0.007117438,0.013513514
chr8,107319136,107322692,+,4932416K20Rik,0.010152284,0.025041736
chr8,107355543,107362552,+,Ces2b,0.014234875,0.054517134
chr8,107370967,107378382,+,Ces2c,0,0.110294118
chr8,107391323,107397982,+,Ces2d-ps,0,0
chr8,107450159,107458572,+,Ces2e,0.02166065,0.127596439
chr8,107450159,107458572,+,Ces2e,0.02166065,0.127596439
chr8,107450159,107458572,+,Ces2e,0.02166065,0.127596439
chr8,107450159,107458572,+,Ces2e,0.02166065,0.127596439
chr8,107471255,107479862,+,Ces2f,0.012903226,0.037125749
chr8,107485617,107493437,+,Ces2g,0.00998004,0.050731707
chr8,107524752,107544310,+,Ces2h,0.188304094,0.22136954
chr8,107572498,107582314,+,Ces3a,0.002624672,0.046875
chr8,107572498,107582314,+,Ces3a,0.002624672,0.046875
chr8,107572498,107582314,+,Ces3a,0.002624672,0.046875
chr8,107572498,107582314,+,Ces3a,0.002624672,0.046875
chr8,107607654,107617491,+,Ces3b,0.002074689,0.043875686
chr8,107607654,107617491,+,Ces3b,0.002074689,0.043875686
chr8,107607654,107617491,+,Ces3b,0.002074689,0.043875686
chr8,107607654,107617491,+,Ces3b,0.002074689,0.043875686
chr8,107655699,107674009,+,Ces4a,0.003527337,0.023597916
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107694573,107741888,+,Cbfb,0.012990847,0.645410769
chr8,107749087,107776951,+,D230025D16Rik,0.011622709,0.84125197
chr8,107776537,107779053,-,B3gnt9,0.003252033,0.353279632
chr8,107776537,107779053,-,B3gnt9,0.003252033,0.353279632
chr8,107776537,107779053,-,B3gnt9,0.003252033,0.353279632
chr8,107776537,107779053,-,B3gnt9,0.003252033,0.353279632
chr8,107782474,107788494,-,Tradd,0.006472492,0.057483351
chr8,107788547,107793226,+,Fbxl8,0.004730369,0.050232558
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107793700,107799745,+,Hsf4,0.002192982,0.071646341
chr8,107800346,107805839,+,Nol3,0.007556675,0.262812872
chr8,107804308,107813428,-,4931428F04Rik,0.00170068,0.396610169
chr8,107804308,107813428,-,4931428F04Rik,0.00170068,0.396610169
chr8,107804308,107813428,-,4931428F04Rik,0.00170068,0.396610169
chr8,107804308,107813428,-,4931428F04Rik,0.00170068,0.396610169
chr8,107813823,107819998,-,Exoc3l,0.005217391,0.240485564
chr8,107821562,107829270,+,E2f4,0.011123471,0.655691439
chr8,107829500,107834523,+,Elmo3,0.012032086,0.936145284
chr8,107832263,107832360,-,Mir328,0,1
chr8,107836239,107850176,-,Lrrc29,0.009225092,0.81565754
chr8,107850263,107852957,+,Tmem208,0.006,0.623097583
chr8,107853059,107871870,-,Fhod1,0.009592326,0.792308967
chr8,107872157,107893781,+,Slc9a5,0.00965466,0.565149137
chr8,107899280,107906762,+,Plekhg4,0.005204461,0.969175627
chr8,107906711,107937387,-,Kctd19,0.005962521,0.136522994
chr8,107937521,107987986,+,Lrrc36,0.012342135,0.131768716
chr8,107951539,107987986,+,Lrrc36,0.0096532,0.154095702
chr8,107951539,107987986,+,Lrrc36,0.0096532,0.154095702
chr8,107951539,107987986,+,Lrrc36,0.0096532,0.154095702
chr8,107951539,107987986,+,Lrrc36,0.0096532,0.154095702
chr8,107991391,107995322,-,Tppp3,0.026941363,0.689709348
chr8,107996324,108020770,-,Zdhhc1,0.010770505,0.702676864
chr8,108042645,108047888,+,Hsd11b2,0.005555556,0.715359828
chr8,108048369,108089940,-,Atp6v0d1,0.01182266,0.81270511
chr8,108090594,108092201,-,Agrp,0,0.226923077
chr8,108090594,108103745,-,Agrp,0.003045685,0.351916376
chr8,108129128,108146118,+,Fam65a,0.007515823,0.460971759
chr8,108139365,108139473,+,Mir1966,0,0.952380952
chr8,108160437,108206822,+,Ctcf,0.012204424,0.647478515
chr8,108214805,108222065,+,Rltpr,0.010963195,0.939631651
chr8,108222058,108224995,-,Acd,0.00750469,0.175650558
chr8,108225053,108227394,+,Pard6a,0.004304161,0.463665595
chr8,108225548,108227394,+,Pard6a,0.005454545,0.597510373
chr8,108225548,108227394,+,Pard6a,0.005454545,0.597510373
chr8,108225548,108227394,+,Pard6a,0.005454545,0.597510373
chr8,108225548,108227394,+,Pard6a,0.005454545,0.597510373
chr8,108227551,108232068,-,Enkd1,0.008536585,0.604893521
chr8,108232202,108234068,+,4933405L10Rik,0.022222222,0.021201413
chr8,108240012,108282507,-,Gfod2,0.007891414,0.81342766
chr8,108292207,108351250,-,Ranbp10,0.009558824,0.891040597
chr8,108351643,108368576,+,Tsnaxip1,0.011990408,0.82712864
chr8,108368577,108375908,-,Cenpt,0.004991681,0.636600173
chr8,108379002,108380850,+,Thap11,0.001890359,0.041132839
chr8,108384533,108404301,+,Nutf2,0.006761325,0.733733734
chr8,108384559,108403237,+,Nutf2-ps1,0.007112376,0.7527894
chr8,108404850,108417107,+,Edc4,0.009681881,0.595730487
chr8,108417469,108418915,+,Nrn1l,0.0041841,0.60821485
chr8,108424373,108455702,+,Pskh1,0.012291484,0.784921939
chr8,108455893,108457762,-,Ctrl,0.007782101,0.978441128
chr8,108459627,108462292,-,Psmb10,0.002188184,0.090032154
chr8,108463450,108467302,-,Lcat,0.007393715,0.025473071
chr8,108467489,108490015,-,Slc12a4,0.0058933,0.041850534
chr8,108467489,108490015,-,Slc12a4,0.0058933,0.041850534
chr8,108467489,108490015,-,Slc12a4,0.0058933,0.041850534
chr8,108467489,108490015,-,Slc12a4,0.0058933,0.041850534
chr8,108467489,108490015,-,Slc12a4,0.0058933,0.041850534
chr8,108467489,108490015,-,Slc12a4,0.0058933,0.041850534
chr8,108467489,108490015,-,Slc12a4,0.0058933,0.041850534
chr8,108467489,108490015,-,Slc12a4,0.0058933,0.041850534
chr8,108467489,108490015,-,Slc12a4,0.0058933,0.041850534
chr8,108497419,108503319,-,Dpep3,0.033829499,0.751266179
chr8,108508956,108520323,-,Dpep2,0.009615385,0.287682672
chr8,108533515,108535386,-,Ddx28,0.01216545,0.066666667
chr8,108535406,108577719,+,Dus2l,0.005519779,0.907356948
chr8,108583502,108654437,+,Nfatc3,0.011055276,0.649229782
chr8,108655082,108660874,-,Esrp2,0.006417112,0.377125193
chr8,108659299,108662622,+,1810019D21Rik,0.00492126,0.448443186
chr8,108659299,108662622,+,1810019D21Rik,0.00492126,0.448443186
chr8,108659299,108662622,+,1810019D21Rik,0.00492126,0.448443186
chr8,108659299,108662622,+,1810019D21Rik,0.00492126,0.448443186
chr8,108659299,108662622,+,1810019D21Rik,0.00492126,0.448443186
chr8,108659299,108662622,+,1810019D21Rik,0.00492126,0.448443186
chr8,108659299,108662622,+,1810019D21Rik,0.00492126,0.448443186
chr8,108659299,108662622,+,1810019D21Rik,0.00492126,0.448443186
chr8,108659299,108662622,+,1810019D21Rik,0.00492126,0.448443186
chr8,108674298,108688615,+,Pla2g15,0.006896552,0.600326264
chr8,108692774,108722604,+,Slc7a6,0.011388286,0.585992024
chr8,10870421,10882454,-,B930025P03Rik,0.009033424,0.02955665
chr8,108724337,108734833,-,Slc7a6os,0.00210084,0.44284342
chr8,108734953,108775594,+,Prmt7,0.01150748,0.755460993
chr8,108776447,108861888,-,Smpd3,0.006908717,0.589558007
chr8,108939238,108949789,+,Zfp90,0.004604052,0.753728164
chr8,109034790,109080047,+,Cdh3,0.055693348,0.828778135
chr8,109034812,109080808,+,Cdh3,0.055109326,0.829147225
chr8,109111042,109118720,+,1110028F18Rik,0.012626263,0.286432161
chr8,109127267,109194146,+,Cdh1,0.012115259,0.679849774
chr8,109206967,109375339,+,Tango6,0.008124689,0.872771122
chr8,10924426,10928457,-,3930402G23Rik,0.019271949,0.015503876
chr8,109394141,109406802,+,Has3,0.005558987,0.517231718
chr8,109407762,109417493,-,Chtf8,0.007856341,0.547532468
chr8,109417539,109446994,+,Cirh1a,0.008667389,0.827650869
